latitude,longitude,imu_acc_x,imu_acc_y,imu_acc_z,imu_gyro_x,imu_gyro_y,imu_gyro_z
37.774934835707654,-122.41932003222817,-0.006751782749743815,-0.01907807557877391,-0.00863493604964934,-0.0021187984101135164,-0.005570406791165438,0.003925925411551881
37.7749379224926,-122.41926380054402,0.004840142297293016,-0.008603850107795019,-0.00031203488939083977,-0.0022670705419192702,-0.00315465416868895,-0.008888404811851006
37.7749803069195,-122.41925081902552,0.004621603808029994,-0.004136055334216442,0.00018016872044446586,-0.008978215863150075,-0.004710300917871225,0.0035737282494447253
37.77506645841232,-122.41927316586441,0.015677050041193314,0.018876876573401903,0.004726303458434057,-0.0016504509585071863,-0.002739979093705689,-0.0011686202892586272
37.77506475074358,-122.41922825469872,0.005957208777151311,0.005565531245337581,-0.013668583632808264,0.003664145409108725,-0.001070751553555944,0.003537288554321905
37.775063043895734,-122.41919858042945,0.03306454321261628,-0.013354815690998913,0.005925672738473307,-0.0063711605953839755,0.004185772431656922,0.0038846584617741437
37.77515200453651,-122.41914382076845,0.03685959423464724,0.00486036289417637,-0.027043916316027754,0.0052424132552529625,-0.0016057951935285124,0.008039575305595788
37.77520037627297,-122.41910206217837,0.03444687492656163,-0.015473039889383656,-0.006298845523638103,0.002438874105421691,-0.007928128533847964,0.006767268238106016
37.77518690255367,-122.4190395845426,0.054811910064528825,0.010826910538870733,-0.004882738424515446,-0.0036711666098551894,0.005700339232475802,0.006732858313051481
37.775224030555854,-122.41905634630318,0.06300616570000382,-0.004711246518178786,0.006333268260712385,-0.0007076481866892372,-0.004185450668075198,0.007218351595831192
37.77521085967121,-122.4189804765999,0.04275379787639076,-0.0009363618873917084,0.0002263085267686914,0.007991609038205165,-0.0002936021355231436,0.0014568949240797296
37.77519757318353,-122.41896059661967,0.05616844328964903,0.013257966475421901,-0.014055630538562867,0.003667739067529329,0.0022326825347035576,0.0001609254351841985
37.77521967129711,-122.41884683357604,0.06081828555050511,-0.0128716356858425,-0.009849931258170151,4.391827449073909e-05,0.000998052092013914,0.004364085415891672
37.775134007284876,-122.41887129296694,0.0635537781011302,-0.013971181851129912,0.001986800095474069,-0.0011884165848049216,0.005470897737607378,0.003660404757165112
37.77505776139325,-122.41877449477678,0.08540216968918997,-0.005835993263460049,-0.0007906734186455629,0.0003830453522582981,0.0023950157169637947,-0.001545331183691301
37.77503964701679,-122.41875459923762,0.07901885494634636,0.010383788510193167,-0.0057912410963574645,-0.0025588177897115172,-0.00430654789848554,0.00202411704404134
37.77499900546077,-122.41877717013779,0.08184152248247567,-0.015193460754768424,-0.004808337895119794,-0.010523747528595074,0.01089281086995831,-0.0001754823339229721
37.77502471782741,-122.4187913644295,0.06764350387924781,-0.028321555981105688,0.0069616799715928905,0.010210889552673654,0.0009716673166911662,-0.00426966454230028
37.774989316623625,-122.4187973817949,0.09688503026035193,-0.004511588584089988,-0.005176925728692146,0.0007766249959970073,-0.0007367011331075312,0.006452303706881749
37.77492870143856,-122.41876617349759,0.0806289891343257,0.0055174079991092044,-0.0008809124402907329,0.0019907363256126856,0.004819627115277855,0.0002759962126504461
37.77501198387701,-122.41873003172319,0.09574377377098096,0.012002617497388292,0.021699365880805427,-0.0002895387493845436,0.0012472547296503611,0.010243541288494253
37.77501069506198,-122.41874871672339,0.09966484770319689,-0.00463161362085399,-0.014236826368839231,-0.00367558400362294,0.0019961409646966355,-0.008127461350999163
37.77502407147222,-122.41873993445299,0.11186114465064931,-0.004114266071160024,-0.018518427315746586,-0.0009296224047438536,0.012460919993003434,-0.0027838938642168317
37.774962834062904,-122.41862282093506,0.08614129277429024,0.011539007342557472,0.007835896647986068,-0.007996973810971557,-0.0013756071412752333,0.00016319418345435712
37.77494561492668,-122.41852644377656,0.0696169156456064,-0.018697416996954205,-0.0067864306129410325,0.011385432490266523,-0.0015888044700869792,0.005686905488144571
37.77496116105617,-122.41849462759308,0.10183837183039668,-0.003885207751830093,-0.0031823752774262025,-0.0061725599921119804,0.000582892560062319,0.0019973468630109254
37.77491361137729,-122.41848272741916,0.11779738331793288,0.0019042388992505774,-0.007811563781311142,-0.005159831419235898,0.005357579677905193,0.0015523637709037572
37.77494239627821,-122.41846672585282,0.11157950705528207,0.004492187212850342,-0.002598001407675125,-0.0022012960219320024,-0.007532670150951996,-0.005636318962770736
